"TYPE","PARENT","STATE","COMPLETED","FOCUS","NAME","TAGS","TIME","ENERGY","WAITINGFOR","STARTDATE","DUEDATE","NOTES",
"Task","Standalone","Logbook","2025-4-3","","Is it possible they were created with business events turned on?   NEW  2:02 Which would mean we're setting up the wrong validations?","","","","","","","",
"Task","Automate onboarding batches","Logbook","2025-4-4","","View of all onboarding script hotels for one hotel","","","","","","","",
"Task","Automate onboarding batches","Logbook","2025-4-3","","Delete all Canary Admin's property role grants - blocking onboarding","","","","","","","",
"Task","Standalone","Logbook","2025-4-3","","run member enroll plan","","","","","","","",
"Task","Standalone","Logbook","2025-4-22","Yes","BW GJ segmented messages","","","","","","2025-04-22","https://linear.app/canary-technologies/issue/ENT-3050/update-pre-arrival-and-welcome-messages-for-all-properties-within-the",
"Task","Standalone","Logbook","2025-4-4","Yes","Voucher for Caitlyn","","","","","","2025-04-04","",
"Task","Standalone","Logbook","2025-4-4","","Serious thought on tipping role request","","","","","","","https://linear.app/canary-technologies/issue/ENT-3071/create-tipping-role-with-modified-permissions",
"Task","Standalone","Logbook","2025-4-16","","Suggest CSM onboarding improvement","","","","","","","",
"Task","Standalone","Logbook","2025-4-4","","fix and deploy","","","","","","","https://github.com/canary-technologies-corp/canary/pull/23489",
"Task","Standalone","Logbook","2025-4-22","Yes","Review Ryan login redirect","","","","","","2025-04-21","https://github.com/canary-technologies-corp/canary/pull/23387#pullrequestreview-2732587211",
"Task","Standalone","Logbook","2025-4-7","","Deal with onboarding scripts for htis hotel","","","","","","","https://linear.app/canary-technologies/issue/ENT-3083/integration-issues-and-queries",
"Task","Standalone","Logbook","2025-4-7","","Comms","","","","","","","",
"Task","Standalone","Logbook","2025-4-10","","prep a conversation on portfolio scoping for tomorrow","","","","","","","",
"Task","Automate onboarding batches","Logbook","2025-4-11","","Need better logging after room upgrades for IDs that were created","","","","","","","",
"Task","Standalone","Logbook","2025-4-7","","reply tommy email","","","","","","","",
"Task","Standalone","Logbook","2025-4-10","","Configure Room Upgrades repeats images","","","","","","","",
"Task","Standalone","Logbook","2025-4-8","","Schedule time with Sudarshan","","","","","","","",
"Task","Standalone","Logbook","2025-4-10","","Linear","","","","","","","https://linear.app/canary-technologies/issue/ENT-3085/hotel-removed-from-wyndham-still-gets-wyndham-roles#comment-d997e9a3https://linear.app/canary-technologies/issue/ENT-3086/ensure-wyndham-chat-is-disconnected-when-hotel-transitions-off-of",
"Task","Standalone","Logbook","2025-4-21","Yes","Remind David T to recommend Sharon analog","","","","","","2025-04-21","",
"Task","Standalone","Logbook","2025-4-10","","room upgrade images fix","","","","","","","",
"Task","Standalone","Logbook","2025-4-14","","linear wyndham","","","","","","","https://linear.app/canary-technologies/issue/ENT-3093/wyndham-portfolio-issues",
"Task","Standalone","Logbook","2025-4-10","","Format and return laptop","","","","","","","",
"Task","Standalone","Logbook","2025-4-15","","Include USA/Canada settings in country dict; Error if country is not represented","","","","","","","https://github.com/canary-technologies-corp/canary/pull/23911",
"Task","Standalone","Logbook","2025-4-16","","Run room images and hotel main images for all recent onboardings, plus auto response","","","","","","","",
"Task","Standalone","Logbook","2025-4-16","","remove dupe images","","","","","","","",
"Task","Standalone","Logbook","2025-4-14","","Add EU/US keyboard shortcuts and others to custom homepage","","","","","","","",
"Task","Standalone","Logbook","2025-4-14","","rippling","","","","","","","",
"Task","Standalone","Logbook","2025-4-22","","JFDI: Figure out a way to share debug scripts - enterprise debug Notion gists","","","","","","","",
"Task","Standalone","Logbook","2025-4-15","","Cancel Wyndham contracts","","","","","","","https://linear.app/canary-technologies/issue/ENT-3105/disable-wyndham-sites-that-have-canceled-contract-w-wyndham",
"Task","Standalone","Logbook","2025-4-14","","respond on english","","","","","","","https://linear.app/canary-technologies/issue/ENT-3097/bug-settings-property-information-preferred-language",
"Task","Standalone","Logbook","2025-4-15","","check rebranded property","","","","","","","https://linear.app/canary-technologies/issue/ENT-3094/best-western-site-pointing-to-wyndham-support-chat",
"Task","Standalone","Logbook","2025-4-14","","Continue cohort imprvments","","","","","","","",
"Task","Standalone","Logbook","2025-4-15","","digest context of this slack thread","","","","","","","https://canarytechnologies.slack.com/archives/C047K6WSUJY/p1744376695695089",
"Task","Standalone","Logbook","2025-5-5","Yes","Move cohort hotel to m2m with cohort","","","","","","2025-05-03","https://linear.app/canary-technologies/issue/ENT-3106/need-to-move-cohorthotel-to-an-m2m-relationship-with-cohortOr enforce one per type and move them about?",
"Task","Standalone","Logbook","2025-4-15","","Fix all my PRs","","","","","","","",
"Task","Roll out permissions","Logbook","2025-9-29","Yes","follow up on blockers by sso orgn to new perms","","","","","","2025-07-15","",
"Task","Standalone","Logbook","2025-4-15","","disalbe french","","","","","","","https://linear.app/canary-technologies/issue/ENT-3109/disable-french",
"Task","Standalone","Logbook","2025-4-23","","Invite Andrea/roland to onboarding session instead of sharing the last one","","","","","","","",
"Task","Standalone","Logbook","2025-4-16","","Make refreshing rooms the default","","","","","","","https://linear.app/canary-technologies/issue/ENT-3110/incomplete-room-upgrades",
"Task","Standalone","Logbook","2025-4-16","Yes","review rami","","","","","","2025-04-16","",
"Task","Standalone","Logbook","2025-4-16","","Finish off GJ messages for Wyndham SEAPR with go-live as well","","","","","","","",
"Task","Standalone","Logbook","2025-4-16","","Merge MP auto respond and configure messages","","","","","","","https://github.com/canary-technologies-corp/canary/pull/23248",
"Task","Standalone","Logbook","2025-4-17","","flag holiday and modify to show half days Fridays","","","","","","","",
"Task","Standalone","Logbook","2025-4-16","","images in rooms inverted","","","","","","","",
"Task","Standalone","Logbook","2025-4-16","","Address Questions to Ani","","","","","","","",
"Task","Standalone","Logbook","2025-4-16","","hero images investigation","","","","","","","https://linear.app/canary-technologies/issue/ENT-3119/ice-pull-no-hero-images-being-populated-in-eu",
"Task","Standalone","Logbook","2025-4-16","","Run the membership config on the gateway side for all recent onboardings","","","","","","","",
"Task","Standalone","Logbook","2025-4-21","","Scope the work to automate the work on gateway side for loyalty enrollment","","","","","","2025-04-22","https://linear.app/canary-technologies/issue/ENT-3149/create-membershipkind-instances-on-gateway-via-api-call-when",
"Task","Standalone","Logbook","2025-4-21","","Ticket: Deprecate chat settings from Wyndham Enable MSA","","","","","","","",
"Task","Standalone","Logbook","2025-4-24","Yes","Standardize twilio reg process in handover","","","","","","2025-04-24","https://canarytechnologies.slack.com/archives/C07BX379GQK/p1744752526936249",
"Task","Standalone","Logbook","2025-4-16","","Figure out Ani's complaint about reg card","","","","","","","",
"Task","Standalone","Logbook","2025-4-17","","Analyze and surface problems for Wyndham hotels","","","","","","","",
"Task","Standalone","Logbook","2025-4-16","","Additional guest steps by country - notino","","","","","","","",
"Task","Standalone","Logbook","2025-4-17","","Review","","","","","","","",
"Task","Standalone","Logbook","2025-4-16","","new loom overview of cohort onboarding","","","","","","","",
"Task","Standalone","Logbook","2025-4-17","","IHG portfolio","","","","","","","",
"Task","Standalone","Logbook","2025-4-17","","BW messages","","","","","","","https://linear.app/canary-technologies/issue/ENT-3050/update-pre-arrival-and-welcome-messages-for-all-properties-within-the",
"Task","Standalone","Logbook","2025-4-17","","Spec and assign guldmedsens for RR","","","","","","","",
"Task","Standalone","Logbook","2025-4-17","","Filter out and remove the additional guest fields from the registration card if not required during Wyndham set up","","","","","","","",
"Task","Standalone","Logbook","2025-4-17","","Fix limit to brand","","","","","","","",
"Task","Standalone","Logbook","2025-4-17","","fix script type creation","","","","","","","",
"Task","Standalone","Logbook","2025-4-17","","BW perms fix","","","","","","","https://linear.app/canary-technologies/issue/BW-157/best-western-ontario-mills-mall-authorizations-access",
"Task","Standalone","Logbook","2025-4-22","Yes","Get to this ""logs"" ticket, or note and assign to RR","","","","","","2025-04-21","https://linear.app/canary-technologies/issue/ENT-3124/log-request-loyalty",
"Task","Standalone","Logbook","2025-4-22","","JFDI, and formalize process in gists: Check on BW PMS config - fetch reservations flags and validations","","","","","","","",
"Task","Standalone","Logbook","2025-4-17","","ani fixes","","","","","","","",
"Task","Standalone","Logbook","2025-4-17","","add code links to wyndham doc","","","","","","","",
"Task","Standalone","Logbook","2025-4-17","","Do not set outboudn domain on non-us region","","","","","","","",
"Task","Standalone","Logbook","2025-4-17","","File a bug that supported languages should control GJ messages translations visiable","","","","","","","",
"Task","Standalone","Logbook","2025-4-17","","All SEAPR should be getting the 72 hour message","","","","","","","",
"Task","Standalone","Logbook","2025-4-17","","update country classifications","","","","","","","",
"Task","Standalone","Logbook","2025-4-17","","re-run add to portfolio for LATAM/SEAPR; test portfolio; update brad ticket","","","","","","","",
"Task","Standalone","Logbook","2025-4-17","","all SEAPR should have upsells unavailable","","","","","","","",
"Task","Standalone","Logbook","2025-4-21","Yes","Wyndham rebrand ticket","","","","","","2025-04-21","https://linear.app/canary-technologies/issue/ONC-11193/rebrand-hotel#comment-0a67b8fc",
"Task","Standalone","Logbook","2025-4-17","","Check esplendor - run through all the steps fresh.","","","","","","","https://linear.app/canary-technologies/issue/ENT-3144/51078-esplendor-hotel-mendoza-argentina-0015w00002t7mf3aab",
"Task","Standalone","Logbook","2025-4-17","","Wyndham emergency tickets","","","","","","","",
"Task","Standalone","Logbook","2025-4-17","","Fix and merge PRs","","","","","","","",
"Task","Automate onboarding batches","Logbook","2025-4-23","","REfresh button on batch/run - currently have to refresh whole page to get results","","","","","","","",
"Task","Automate onboarding batches","Logbook","2025-6-24","","Link from new UI to old OSB, OSH instances","","","","","","","",
"Task","Standalone","Logbook","2025-4-21","Yes","IHG loyalty thingy","","","","","","2025-04-21","https://linear.app/canary-technologies/issue/ENT-3098/set-up-kimpton-intercontinental-and-six-senses-loyalty-tiers-within",
"Task","Standalone","Logbook","2025-4-18","","Run checks on SEAPR","","","","","","","",
"Task","Standalone","Logbook","2025-4-18","","Run checks on LATAM","","","","","","","",
"Task","Standalone","Logbook","2025-4-22","","Check configuration Wyndham matches code","","","","","","","",
"Task","Standalone","Logbook","2025-4-21","","Reply best western","","","","","","","",
"Task","Standalone","Logbook","2025-4-22","","review ryan eng design","","","","","","","https://www.notion.so/canarytechnologies/User-Configurable-Obfuscation-Policies-1d981468615180da8547ed2d15697a67",
"Task","Standalone","Logbook","2025-6-5","","Engineering design for monitored checks","","","","","","","https://www.notion.so/canarytechnologies/b327c322cff34caeb3e001b10505c743?v=81f5e915949447ce90d9869699ce10d9&p=1f281468615180098703e27fb84601db&pm=s",
